...1,Unnamed..0,學校級別,代碼,School,City,鄉鎮市區.x,地址,電話,地區屬性,longitude,latitude,newLat,newLng,isInService_foodpanda,inServiceUber
1740,1740,國民小學,124745,市立竹圍國小,高雄市,岡山區,[820]高雄市岡山區竹圍里大仁北路1號,(07)6233032,,120.350282,23.225895,22.8027494,120.3028676,1,1
1748,1748,國民小學,124753,市立橋頭國小,高雄市,橋頭區,[825]高雄市橋頭區橋頭里樹德路200號,(07)6126011,,120.31637,23.30654,22.7613901,120.3059129,1,1
1684,1684,國民小學,124684,市立彌陀國小,高雄市,彌陀區,[827]高雄市彌陀區彌靖里中正路213號,(07)6176300,,120.295674,23.078967,22.7839098,120.2479416,1,1
1687,1687,國民小學,124687,市立梓官國小,高雄市,梓官區,[826]高雄市梓官區進學路61號,(07)6193927轉10,,120.224837,23.098691,22.760273,120.264535,1,1
1637,1637,國民小學,124634,市立仁武國小,高雄市,仁武區,[814]高雄市仁武區中正路94號,(07)3711126#10,,120.260252,22.990334,22.7013972,120.3484632,1,1
1616,1616,國民小學,124613,市立林園國小,高雄市,林園區,[832]高雄市林園區林園里忠孝西路20號,(07)6412125,,120.669051,23.556274,22.5070172,120.3931432,1,1
1643,1643,國民小學,124640,市立鳥松國小,高雄市,鳥松區,[833]高雄市鳥松區鳥松里文前路32號,(07)7321780,,120.296484,22.970048,22.6633324,120.3613859,1,1
2543,2543,國民小學,543606,市立加昌國小,高雄市,楠梓區,[811]高雄市楠梓區樂群路220號,(07)3627169,,120.296547,22.720392,22.7204868,120.2965431,1,1
1735,1735,國民小學,124740,市立鳳西國小,高雄市,鳳山區,[830]高雄市鳳山區光華東路100號,(07)7400773,,120.260519,23.231561,22.6175524,120.3587116,1,1
1628,1628,國民小學,124625,市立大寮國小,高雄市,大寮區,[831]高雄市大寮區大寮路740號,(07)7881652,,120.152166,23.378925,22.5910405,120.416475,1,1
2596,2596,國民小學,613606,市立鳳鳴國小,高雄市,小港區,[812]高雄市小港區鳳鳴路191號,(07)8714561,,120.357365,22.51549,22.515138,120.3575578,1,0
1665,1665,國民小學,124665,市立中路國小,高雄市,阿蓮區,[822]高雄市阿蓮區中路里272號,(07)6312325,,120.299006,23.038165,22.8937615,120.2945362,1,0
1677,1677,國民小學,124677,市立海埔國小,高雄市,湖內區,[829]高雄市湖內區海埔里忠孝街256號,(07)6992346,,120.288778,23.135688,22.8955266,120.2254002,1,0
1689,1689,國民小學,124689,市立旗山國小,高雄市,旗山區,[842]高雄市旗山區湄洲里華中街44號,(07)6612052,,120.253325,23.186292,22.8702492,120.4703258,1,0
1749,1749,國民小學,124754,市立興達國小,高雄市,茄萣區,[852]高雄市茄萣區崎漏里民治路2號,(07)6988099,,120.306223,23.30545,22.8738614,120.1907921,1,0
1642,1642,國民小學,124639,市立嘉誠國小,高雄市,大社區,[815]高雄市大社區嘉誠里嘉誠路22號,(07)3560418,偏遠,120.230314,22.945296,22.7482648,120.3801193,1,0
2641,2641,附設國民小學,121320,私立義大國際高中附設國小,高雄市,大樹區,[840]高雄市大樹區學城路1段6號,(07)6577115,,120.40491,22.728386,22.7271392,120.4058246,1,0
1682,1682,國民小學,124682,市立永安國小,高雄市,永安區,[828]高雄市永安區永華里永華路49號,(07)6912011,,120.288307,23.153161,22.8156529,120.2243834,1,0
1699,1699,國民小學,124701,市立中壇國小,高雄市,美濃區,[843]高雄市美濃區中壇里忠孝路一段19號,(07)6812534,,120.153228,23.178759,22.883998,120.5303368,1,0
1658,1658,國民小學,124656,市立深水國小,高雄市,燕巢區,[824]高雄市燕巢區深水里深中路2號,(07)6152447,偏遠,120.275965,23.018791,22.7722525,120.3900295,1,0
1620,1620,國民小學,124617,市立汕尾國小,高雄市,林園區,[832]高雄市林園區北汕里58巷2號,(07)6412334,NA,120.749376,23.453204,22.4871992,120.4112756,1,0
1623,1623,國民小學,124620,市立忠義國小,高雄市,大寮區,[831]高雄市大寮區忠義里忠義路1號,(07)7812858,NA,120.750028,23.575863,22.616612,120.384367,1,0
1693,1693,國民小學,124693,市立旗尾國小,高雄市,旗山區,[842]高雄市旗山區東平里延平二路19號,(07)6616708,NA,120.246216,23.160279,22.8818724,120.4919646,1,1
1656,1656,國民小學,124654,市立燕巢國小,高雄市,燕巢區,[824]高雄市燕巢區東燕里中華路177號,(07)6161495,NA,120.267321,23.00542,22.7955552,120.3659035,1,1
2589,2589,國民小學,603601,市立旗津國小,高雄市,旗津區,[805]高雄市旗津區中洲三路623號,(07)5715133,NA,120.270949,22.608269,22.6084947,120.271917,1,0
1641,1641,國民小學,124638,市立大社區大社國小,高雄市,大社區,[815]高雄市大社區大社里三民路336號,(07)3511940,NA,120.250892,22.948728,22.7301145,120.3457145,1,1
1356,1356,國民小學,104641,縣立六美國小,嘉義縣,六腳鄉,[615]嘉義縣六腳鄉六斗村31號,(05)7812708,NA,120.907612,22.47741,23.5430449,120.2945362,1,0
1167,1167,國民小學,94604,縣立梅林國小,雲林縣,斗六市,[640]雲林縣斗六市梅林里梅林路256號,(05)5572211,NA,120.368642,22.337884,23.702307,120.6016593,0,1
2201,2201,國民小學,183603,市立民富國小,新竹市,北區,[300]新竹市北區西大路561號,(03)5222102,NA,120.96016,24.8082,24.8084424,120.9605065,1,1
1736,1736,國民小學,124741,市立維新國小,高雄市,永安區,[828]高雄市永安區維新路光明九巷69之10號,(07)6913816,NA,120.276394,23.213299,22.8035549,120.2523997,1,1
2090,2090,國民小學,154685,縣立景美國小,花蓮縣,秀林鄉,[972]花蓮縣秀林鄉景美村加灣112號,(03)8266707,NA,121.605871,24.082571,24.0828943,121.6065339,1,0
2205,2205,國民小學,183607,市立東園國小,新竹市,東區,[300]新竹市東區園後街25號,(03)5712496,NA,120.985302,24.800121,24.8000634,120.9851876,1,1
2227,2227,國民小學,183630,市立青草湖國小,新竹市,東區,[300]新竹市東區明湖路1211號,(03)5200360,NA,120.978466,24.768952,24.7685769,120.9780309,1,0
1860,1860,國民小學,134706,縣立崎峰國小,屏東縣,林邊鄉,[927]屏東縣林邊鄉崎峰村裕後路2號,(08)8752400,,120.324142,22.849101,22.4263309,120.4925462,1,1
880,880,國民小學,74634,縣立曉陽國小,彰化縣,線西鄉,[507]彰化縣線西鄉頂犁村頂犁路158之1號,(04)7585370,,120.824783,24.312207,24.1214882,120.477797,1,1
518,518,國民小學,44636,縣立鳳岡國小,新竹縣,竹北市,[302]新竹縣竹北市大義里鳳岡路3段200號,(03)5561928,NA,120.727718,24.104547,24.8613665,120.9643393,1,0
512,512,國民小學,44630,縣立新社國小,新竹縣,竹北市,[302]新竹縣竹北市新社里40號,(03)5552026,NA,120.698259,24.042264,24.8448597,120.9983863,1,1
501,501,國民小學,44619,縣立竹東國小,新竹縣,竹東鎮,[310]新竹縣竹東鎮康寧街1號,(03)5962025,NA,120.700437,24.093058,24.7358325,121.088034,1,1
507,507,國民小學,44625,縣立陸豐國小,新竹縣,竹東鎮,[310]新竹縣竹東鎮陸豐里48號,(03)5923697,偏遠,120.667585,24.061075,24.7671961,121.0757883,1,0
2218,2218,國民小學,183620,市立朝山國小,新竹市,香山區,[300]新竹市香山區中華路五段648巷126號,(03)5374304,NA,120.91402,24.765693,24.7658411,120.9139765,1,0
2213,2213,國民小學,183615,市立香山國小,新竹市,香山區,[300]新竹市香山區牛埔東路260號,(03)5386164,NA,120.944008,24.796344,24.7963336,120.9439558,1,1
2005,2005,國民小學,144695,縣立初來國小,臺東縣,海端鄉,[957]臺東縣海端鄉海端村七鄰5號,(08)9931049,偏遠,120.629386,22.322624,23.1305611,121.1756856,1,0
632,632,國民小學,54673,縣立造橋國小,苗栗縣,造橋鄉,[361]苗栗縣造橋鄉造橋村十四鄰3號,(037)542686,NA,120.830337,24.258154,24.6460168,120.8275926,1,0
492,492,國民小學,44610,縣立新埔國小,新竹縣,新埔鎮,[305]新竹縣新埔鎮中正路366號,(03)5882124,NA,120.646953,24.094435,24.8280976,121.079169,1,1
536,536,國民小學,44654,縣立埔和國小,新竹縣,新豐鄉,[304]新竹縣新豐鄉埔和村466號,(03)5680096,NA,121.315445,25.018714,24.9272619,120.9962356,1,0
533,533,國民小學,44651,縣立新豐國小,新竹縣,新豐鄉,[304]新竹縣新豐鄉重興村明德巷13號,(03)5592081,NA,121.34568,24.99765,24.9010833,120.987678,1,1
529,529,國民小學,44647,縣立大肚國小,新竹縣,橫山鄉,[312]新竹縣橫山鄉大肚村中豐路二段157號,(03)5932380,NA,120.908951,24.291388,24.7186538,121.1401462,1,0
484,484,國民小學,44602,縣立東安國小,新竹縣,關西鎮,[306]新竹縣關西鎮東安里中山東路40號,(03)5872177,NA,121.292969,25.021126,24.7894404,121.1832507,1,0
