鄉鎮市�,amount.x,...1,Unnamed..0,學校級�,代碼,School,City,地址,電話,地區屬�,longitude,latitude,newLat,newLng,isInServic,inServiceU,amount.y
伸港鄉,690,881,881,國民小學,74635,縣立新港國小,彰化縣,[509]彰化縣伸港鄉和平路60號,(04)7982310,NA,120.849485,24.299095,24.1487073,120.4849998,1,1,690
秀水鄉,1017,903,903,國民小學,74657,縣立明正國小,彰化縣,[504]彰化縣秀水鄉埔崙村彰水路二段341號,(04)7692533,NA,120.250492,23.411474,24.0266029,120.4931037,1,1,1017
和美鎮,1268,874,874,國民小學,74628,縣立和東國小,彰化縣,[508]彰化縣和美鎮和東里彰美路五段210號,(04)7552724,NA,120.867647,24.382739,24.1087102,120.5016233,1,1,1268
社頭鄉,741,950,950,國民小學,74704,縣立社頭國小,彰化縣,[511]彰化縣社頭鄉社頭村社斗路一段258號,(04)8732039,NA,120.307414,23.411762,23.8974372,120.5866395,1,1,741
花壇鄉,1213,867,867,國民小學,74621,縣立花壇國小,彰化縣,[503]彰化縣花壇鄉長沙村學前路108號,(04)7862029,NA,120.761765,24.610127,24.0261919,120.5430352,1,1,1213
員林市,1945,928,928,國民小學,74682,縣立靜修國小,彰化縣,[510]彰化縣員林市南平里靜修路74號,(04)8320341,NA,120.37158,23.605881,23.962386,120.5655664,1,1,1945
埔心鄉,455,919,919,國民小學,74673,縣立埔心國小,彰化縣,[513]彰化縣埔心鄉義民村員鹿路二段254號,(04)8291494,NA,120.434865,23.557668,23.9529477,120.5453823,1,1,455
埔鹽鄉,392,915,915,國民小學,74669,縣立好修國小,彰化縣,[516]彰化縣埔鹽鄉好修村員鹿路二段149號,(04)8653555,NA,120.476683,23.59013,24.0072742,120.4596718,1,1,392
埤頭鄉,630,968,968,國民小學,74722,縣立合興國小,彰化縣,[523]彰化縣埤頭鄉合興村文鄉路161號,(04)8922030,NA,120.447935,23.425847,23.8940744,120.4594322,1,1,630
鹿港鎮,1595,1015,1015,國民小學,74771,縣立鹿東國小,彰化縣,[505]彰化縣鹿港鎮長安路125號,(04)7756521,NA,120.543208,24.026315,24.0585567,120.443284,1,1,1595
溪州鄉,350,973,973,國民小學,74727,縣立溪州國小,彰化縣,[524]彰化縣溪州鄉尾厝村中山路三段451號,(04)8895013,NA,120.52421,23.423083,23.8527892,120.4974097,1,1,350
溪湖鎮,927,909,909,國民小學,74663,縣立湖東國小,彰化縣,[514]彰化縣溪湖鎮湖東里大溪路二段423號,(04)8852062,NA,120.214091,23.419497,23.9639315,120.4823837,1,1,927
彰化市,2515,850,850,國民小學,74604,縣立南郭國小,彰化縣,[500]彰化縣彰化市彰化市中興路98號,(04)7280366,NA,121.008482,24.62934,24.071027,120.5470014,1,1,2515
福興鄉,395,895,895,國民小學,74649,縣立西勢國小,彰化縣,[506]彰化縣福興鄉西勢村員鹿路二段412號,(04)7772317,NA,120.246901,23.572998,24.0440417,120.437131,1,1,395
線西鄉,138,880,880,國民小學,74634,縣立曉陽國小,彰化縣,[507]彰化縣線西鄉頂犁村頂犁路158之1號,(04)7585370,NA,120.824783,24.312207,24.1214882,120.477797,1,1,138
二水鄉,261,955,955,國民小學,74709,縣立二水國小,彰化縣,[530]彰化縣二水鄉文化村光文路119號,(04)8792040,NA,120.337183,23.404822,23.8109622,120.6170364,1,0,261
二林鎮,213,988,988,國民小學,74742,縣立萬興國小,彰化縣,[526]彰化縣二林鎮永興里中央南街2號,(04)8682759,NA,120.591824,23.518497,23.9541428,120.4199914,1,0,213
大城鄉,40,996,996,國民小學,74750,縣立美豐國小,彰化縣,[527]彰化縣大城鄉三豐村東盛路1號,(04)8941660,偏遠,120.498622,23.507963,23.8850736,120.3016376,1,0,40
竹塘鄉,42,1002,1002,國民小學,74756,縣立長安國小,彰化縣,[525]彰化縣竹塘鄉長安村東陽路二段123號,(04)8972694,偏遠,120.604312,24.08649,23.8472092,120.3869512,0,1,42
芬園鄉,369,861,861,國民小學,74615,縣立芬園國小,彰化縣,[502]彰化縣芬園鄉彰南路四段27巷28號,(049)2522208,NA,120.809528,24.645664,24.0121841,120.628413,1,0,369
芳苑鄉,86,1004,1004,國民小學,74758,縣立芳苑國小,彰化縣,[528]彰化縣芳苑鄉芳苑村斗苑路芳苑段230號,(04)8983993,NA,120.580372,24.082665,23.9248192,120.3192327,1,0,86
員林市,214,932,932,國民小學,74686,縣立東山國小,彰化縣,[510]彰化縣員林市南東里山腳路四段212號,(04)8310749,NA,120.3517,23.520253,23.9679641,120.6012481,1,0,214
埔鹽鄉,54,918,918,國民小學,74672,縣立天盛國小,彰化縣,[516]彰化縣埔鹽鄉天盛村番金路68之1號,(04)8650842,偏遠,120.429436,23.555138,23.9843329,120.4283214,1,0,54
埤頭鄉,167,971,971,國民小學,74725,縣立中和國小,彰化縣,[523]彰化縣埤頭鄉中和村溪林路284號,(04)8895768,NA,120.409703,23.454443,23.8470789,120.4602601,1,0,167
鹿港鎮,210,888,888,國民小學,74642,縣立海埔國小,彰化縣,[505]彰化縣鹿港鎮海埔里鹿草路二段889號,(04)7781316,NA,120.229682,23.514005,24.083671,120.4441479,1,0,210
溪州鄉,68,977,977,國民小學,74731,縣立潮洋國小,彰化縣,[524]彰化縣溪州鄉潮洋村陸軍路一段146號,(04)8803059,偏遠,120.463166,23.452229,23.8139429,120.5192025,1,0,68
福興鄉,540,893,893,國民小學,74647,縣立管嶼國小,彰化縣,[506]彰化縣福興鄉廈粘村沿海路三段100號,(04)7702949,NA,120.207472,23.51856,24.0273414,120.4135602,1,0,540
線西鄉,590,879,879,國民小學,74633,縣立線西國小,彰化縣,[507]彰化縣線西鄉寓埔村中央路二段135號,(04)7585075,NA,120.936491,24.573676,24.131246,120.4697296,1,0,590
中山區,2153,2153,2153,國民小學,171601,私立聖心小學,基隆市,[203]基隆市中山區西定路166號,(02)24261546,,121.733536,25.13558,25.1352692,121.7341288,1,1,902
中正區,2158,2158,2158,國民小學,173605,市立八斗國小,基隆市,[202]基隆市中正區北寧路396巷52號,(02)24693391,,121.797204,25.138063,25.1380963,121.797648,1,1,463
古坑鄉,1176,1176,1176,國民小學,94613,縣立東和國小,雲林縣,[646]雲林縣古坑鄉東和村文化路120號,(05)5263153,,120.604764,23.829556,23.6846672,120.5681675,1,1,218
卑南鄉,1947,1947,1947,國民小學,144622,縣立利嘉國小,臺東縣,[954]臺東縣卑南鄉利嘉村利嘉路666號,(08)9380121,,120.292481,22.798857,22.776558,121.062103,1,1,61
芬園鄉,866,866,866,國民小學,74620,縣立茄荖國小,彰化縣,[502]彰化縣芬園鄉茄荖村嘉北街96號,(049)2523018,,120.734732,24.588097,24.0146333,120.6431194,1,1,103
芳苑鄉,1005,1005,1005,國民小學,74759,縣立後寮國小,彰化縣,[528]彰化縣芳苑鄉後寮村芳寮路30號,(04)8983184,,120.56853,24.092092,23.9205588,120.3415225,1,1,82
信義區,2194,2194,2194,國民小學,173641,市立深美國小,基隆市,[201]基隆市信義區深美街198號,(02)24654821,,121.777308,25.137471,25.1375999,121.778734,1,1,961
二水鄉,955,955,955,國民小學,74709,縣立二水國小,彰化縣,[530]彰化縣二水鄉文化村光文路119號,(04)8792040,,120.337183,23.404822,23.8109622,120.6170364,1,0,261
北投區,2508,2508,2508,國民小學,423608,市立大屯國小,臺北市,[112]臺北市北投區大屯里復興三路312號,,,121.504279,25.154731,25.1548986,121.5039974,1,0,114
七堵區,2179,2179,2179,國民小學,173626,市立七堵國小,基隆市,[206]基隆市七堵區明德一路184號,(02)24567116,NA,121.713618,25.09775,25.0977669,121.71362,1,1,988
八里區,1,1,1,國民小學,11602,私立聖心國小,新北市,[249]新北市八里區龍米路一段261號,(02)26182330,NA,120.629317,22.525607,25.1344344,121.4504758,1,1,624
三重區,201,201,201,國民小學,14803,市立集美國小,新北市,[241]新北市三重區集美街10號,(02)89725390,NA,121.451097,25.21748,25.0564706,121.4879933,1,1,2702
三峽區,212,212,212,國民小學,14815,市立龍埔國小,新北市,[237]新北市三峽區大學路6號,(02)26745666,NA,121.501183,25.201252,24.9410218,121.3775919,1,1,1672
土城區,53,53,53,國民小學,14649,市立廣福國小,新北市,[236]新北市土城區學府路一段127號,(02)22626782,NA,121.54285,25.079432,24.9868426,121.4547519,1,1,2627
中和區,37,37,37,國民小學,14633,市立中和國小,新北市,[235]新北市中和區中和路100號,(02)22492550,NA,120.223076,22.988386,24.9997062,121.5016103,1,1,2923
五股區,140,140,140,國民小學,14741,市立成州國小,新北市,[248]新北市五股區成泰路三段493號,(02)22933613,NA,121.670699,25.079384,25.0997414,121.4506619,1,1,1368
仁愛區,2165,2165,2165,國民小學,173612,市立信義國小,基隆市,[200]基隆市仁愛區仁二路135號,(02)24213960,NA,121.746796,25.127488,25.1274807,121.7469014,1,1,1353
永和區,46,46,46,國民小學,14642,市立秀朗國小,新北市,[234]新北市永和區得和路202號,(02)29420451,NA,121.567099,25.055571,24.9994362,121.5221705,1,1,3402
安樂區,2186,2186,2186,國民小學,173633,市立建德國小,基隆市,[204]基隆市安樂區安和一街392號,(02)24313034,NA,121.722075,25.124868,25.124726,121.7224764,1,1,1192
板橋區,10,10,10,國民小學,14605,市立莒光國小,新北市,[220]新北市板橋區華翠里莒光路163號,(02)22517272,NA,121.73066,25.15416,25.0260744,121.4735579,1,1,3100
林口區,200,200,200,國民小學,14802,市立麗林國小,新北市,[244]新北市林口區公園路46號,(02)26008457,NA,121.476527,25.185817,25.0687415,121.3679032,1,1,1916
泰山區,209,209,209,國民小學,14812,市立義學國小,新北市,[243]新北市泰山區民生路30號,(02)22972048,NA,121.545065,25.288911,25.0522369,121.4308926,1,1,1410
海端鄉,2005,2005,2005,國民小學,144695,縣立初來國小,臺東縣,[957]臺東縣海端鄉海端村七鄰5號,(08)9931049,偏遠,120.629386,22.322624,23.1305611,121.1756856,1,0,52
崙背鄉,1259,1259,1259,國民小學,94697,縣立豐榮國小,雲林縣,[637]雲林縣崙背鄉豐榮村豐榮路21號,(05)6552006,NA,120.970323,23.961071,23.7925326,120.3120054,1,1,98
淡水區,182,182,182,國民小學,14783,市立新興國小,新北市,[251]新北市淡水區新興街123號,(02)26203645,NA,121.763724,25.100347,25.1801369,121.4395436,1,1,1685
深坑區,80,80,80,國民小學,14676,市立深坑國小,新北市,[222]新北市深坑區深坑里文化街45號,(02)26624675,偏遠,120.313139,22.621747,25.0015325,121.6163876,1,1,801
新店區,193,193,193,國民小學,14794,市立北新國小,新北市,[231]新北市新店區寶橋路8號,(02)29189300,NA,121.73745,25.027354,24.9738189,121.5447711,1,1,2136
新莊區,135,135,135,國民小學,14736,市立光華國小,新北市,[242]新北市新莊區龍安路452號,(02)22058866,NA,121.441935,24.972383,25.0181531,121.4246515,1,1,3329
暖暖區,2190,2190,2190,國民小學,173637,市立碇內國小,基隆市,[205]基隆市暖暖區源遠路258號,(02)24581300,NA,121.754113,25.0981,25.0985044,121.7540658,1,1,768
瑞芳區,88,88,88,國民小學,14686,市立瑞芳國小,新北市,[224]新北市瑞芳區龍川里中山路2號,(02)24972058,偏遠,121.51731,25.014492,25.1078152,121.8047246,1,1,721
褒忠鄉,1230,1230,1230,國民小學,94668,縣立復興國小,雲林縣,[634]雲林縣褒忠鄉新湖村復興路71號,(05)6972490,偏遠,120.384692,24.006965,23.7046813,120.2840995,1,1,37
樹林區,18,18,18,國民小學,14614,市立文林國小,新北市,[238]新北市樹林區潭底里千歲街59號,(02)26812625,NA,120.953205,24.790949,24.9976805,121.4243593,1,1,1534
蘆洲區,206,206,206,國民小學,14808,市立忠義國小,新北市,[247]新北市蘆洲區光榮路99號,(02)22899591,NA,121.460248,25.147534,25.0898747,121.4634969,1,1,2866
鶯歌區,24,24,24,國民小學,14620,市立鶯歌國小,新北市,[239]新北市鶯歌區同慶里尖山埔路106號,(02)26792038,NA,120.659473,24.119516,24.9510157,121.3461552,1,1,1363
瑞芳區,90,90,90,國民小學,14688,市立瑞柑國小,新北市,[224]新北市瑞芳區明燈路一段18巷13號,(02)24971009,偏遠,121.372987,24.939198,25.1092255,121.8226618,1,0,76
瑞芳區,92,92,92,國民小學,14690,市立九份國小,新北市,[224]新北市瑞芳區永慶里崙頂路145號,(02)24972263,偏遠,121.45335,25.019421,25.1072093,121.8436,0,1,31
